Sensor Name,Sensor Reading,Reading Date
Wql_010161_Probe1.DO,119.0424423,4/10/2017 11:59
Wql_010161_Probe1.DO,117.3534622,4/10/2017 11:29
Wql_010161_Probe1.DO,110.951622,4/10/2017 10:59
Wql_010161_Probe1.DO,106.4488297,4/10/2017 10:29
Wql_010161_Probe1.DO,102.3175583,4/10/2017 9:59
Wql_010161_Probe1.DO,97.25531769,4/10/2017 9:29
Wql_010161_Probe1.DO,95.65367126,4/10/2017 8:59
Wql_010161_Probe1.DO,91.62110138,4/10/2017 8:29
Wql_010161_Probe1.DO,87.38499451,4/10/2017 7:59
Wql_010161_Probe1.DO,89.29060364,4/10/2017 7:29
Wql_010161_Probe1.DO,88.95746613,4/10/2017 6:59
Wql_010161_Probe1.DO,87.58973694,4/10/2017 6:29
Wql_010161_Probe1.DO,87.561203,4/10/2017 5:59
Wql_010161_Probe1.DO,85.32063293,4/10/2017 5:29
Wql_010161_Probe1.DO,85.65801239,4/10/2017 4:59
Wql_010161_Probe1.DO,89.84951782,4/10/2017 4:29
Wql_010161_Probe1.DO,90.50630951,4/10/2017 3:59
Wql_010161_Probe1.DO,88.36739349,4/10/2017 3:29
Wql_010161_Probe1.DO,88.03898621,4/10/2017 2:59
Wql_010161_Probe1.DO,89.23731995,4/10/2017 2:29
Wql_010161_Probe1.DO,88.91669464,4/10/2017 1:59
Wql_010161_Probe1.DO,89.89506531,4/10/2017 1:29
Wql_010161_Probe1.DO,90.66973114,4/10/2017 0:59
Wql_010161_Probe1.DO,90.00115967,4/10/2017 0:29
Wql_010161_Probe1.DO,94.01878357,4/9/2017 23:59
Wql_010161_Probe1.DO,102.9061584,4/9/2017 23:29
Wql_010161_Probe1.DO,104.4173737,4/9/2017 22:59
Wql_010161_Probe1.DO,105.8603058,4/9/2017 22:29
Wql_010161_Probe1.DO,107.1511307,4/9/2017 21:59
Wql_010161_Probe1.DO,112.1565247,4/9/2017 21:29
Wql_010161_Probe1.DO,112.2088242,4/9/2017 20:59
Wql_010161_Probe1.DO,118.6186523,4/9/2017 20:29
Wql_010161_Probe1.DO,122.1216049,4/9/2017 19:59
Wql_010161_Probe1.DO,126.1941299,4/9/2017 19:29
Wql_010161_Probe1.DO,130.6172485,4/9/2017 18:59
Wql_010161_Probe1.DO,137.6068726,4/9/2017 18:29
Wql_010161_Probe1.DO,142.6399994,4/9/2017 17:59
Wql_010161_Probe1.DO,144.3484955,4/9/2017 17:29
Wql_010161_Probe1.DO,148.1541138,4/9/2017 16:59
Wql_010161_Probe1.DO,150.9472656,4/9/2017 16:29
Wql_010161_Probe1.DO,146.8596497,4/9/2017 15:59
Wql_010161_Probe1.DO,149.9372101,4/9/2017 15:29
Wql_010161_Probe1.DO,146.542572,4/9/2017 14:59
Wql_010161_Probe1.DO,144.34198,4/9/2017 14:29
Wql_010161_Probe1.DO,139.5825195,4/9/2017 13:59
Wql_010161_Probe1.DO,133.4654694,4/9/2017 13:29
Wql_010161_Probe1.DO,126.82341,4/9/2017 12:59
Wql_010161_Probe1.DO,122.0807266,4/9/2017 12:29
Wql_010161_Probe1.DO,119.4384155,4/9/2017 11:59
Wql_010161_Probe1.DO,116.0814056,4/9/2017 11:29
Wql_010161_Probe1.DO,110.5970078,4/9/2017 10:59
Wql_010161_Probe1.DO,103.802803,4/9/2017 10:29
Wql_010161_Probe1.DO,101.6149826,4/9/2017 9:59
Wql_010161_Probe1.DO,97.62255859,4/9/2017 9:29
Wql_010161_Probe1.DO,96.73042297,4/9/2017 8:59
Wql_010161_Probe1.DO,94.32238007,4/9/2017 8:29
Wql_010161_Probe1.DO,92.4731369,4/9/2017 7:59
Wql_010161_Probe1.DO,90.61011505,4/9/2017 7:29
Wql_010161_Probe1.DO,90.84103394,4/9/2017 6:59
Wql_010161_Probe1.DO,90.85801697,4/9/2017 6:29
Wql_010161_Probe1.DO,90.4148941,4/9/2017 5:59
Wql_010161_Probe1.DO,90.55615234,4/9/2017 5:29
Wql_010161_Probe1.DO,91.11616516,4/9/2017 4:59
Wql_010161_Probe1.DO,91.10066223,4/9/2017 4:29
Wql_010161_Probe1.DO,89.97840881,4/9/2017 3:59
Wql_010161_Probe1.DO,92.25402832,4/9/2017 3:29
Wql_010161_Probe1.DO,92.46524048,4/9/2017 2:59
Wql_010161_Probe1.DO,92.7750473,4/9/2017 2:29
Wql_010161_Probe1.DO,93.27690887,4/9/2017 1:59
Wql_010161_Probe1.DO,94.24105835,4/9/2017 1:29
Wql_010161_Probe1.DO,96.16947937,4/9/2017 0:59
Wql_010161_Probe1.DO,97.58750153,4/9/2017 0:29
Wql_010161_Probe1.DO,99.75184631,4/8/2017 23:59
Wql_010161_Probe1.DO,102.3585663,4/8/2017 23:29
Wql_010161_Probe1.DO,104.6939621,4/8/2017 22:59
Wql_010161_Probe1.DO,106.9952011,4/8/2017 22:29
Wql_010161_Probe1.DO,108.8128586,4/8/2017 21:59
Wql_010161_Probe1.DO,110.8020782,4/8/2017 21:29
Wql_010161_Probe1.DO,112.5717621,4/8/2017 20:59
Wql_010161_Probe1.DO,117.318779,4/8/2017 20:29
Wql_010161_Probe1.DO,121.5896835,4/8/2017 19:59
Wql_010161_Probe1.DO,126.2134705,4/8/2017 19:29
Wql_010161_Probe1.DO,130.1267853,4/8/2017 18:59
Wql_010161_Probe1.DO,133.2754517,4/8/2017 18:29
Wql_010161_Probe1.DO,137.2180939,4/8/2017 17:59
Wql_010161_Probe1.DO,141.5911865,4/8/2017 17:29
Wql_010161_Probe1.DO,140.9691925,4/8/2017 16:59
Wql_010161_Probe1.DO,143.7631073,4/8/2017 16:29
Wql_010161_Probe1.DO,139.6469574,4/8/2017 15:59
Wql_010161_Probe1.DO,139.3702698,4/8/2017 15:29
Wql_010161_Probe1.DO,137.3604279,4/8/2017 14:59
Wql_010161_Probe1.DO,134.5264893,4/8/2017 14:29
Wql_010161_Probe1.DO,132.6786804,4/8/2017 13:59
Wql_010161_Probe1.DO,128.0093384,4/8/2017 13:29
Wql_010161_Probe1.DO,125.477684,4/8/2017 12:59
Wql_010161_Probe1.DO,122.7318497,4/8/2017 12:29
Wql_010161_Probe1.DO,120.1746826,4/8/2017 11:59
Wql_010161_Probe1.DO,114.2469482,4/8/2017 11:29
Wql_010161_Probe1.DO,113.0525055,4/8/2017 10:59
Wql_010161_Probe1.DO,109.2634048,4/8/2017 10:29
Wql_010161_Probe1.DO,104.982933,4/8/2017 9:59
Wql_010161_Probe1.DO,97.57534027,4/8/2017 9:29
Wql_010161_Probe1.DO,97.11086273,4/8/2017 8:59
Wql_010161_Probe1.DO,94.74646759,4/8/2017 8:29
Wql_010161_Probe1.DO,92.88619232,4/8/2017 7:59
Wql_010161_Probe1.DO,91.56803131,4/8/2017 7:29
Wql_010161_Probe1.DO,91.23898315,4/8/2017 6:59
Wql_010161_Probe1.DO,91.58963013,4/8/2017 6:29
Wql_010161_Probe1.DO,90.31949615,4/8/2017 5:59
Wql_010161_Probe1.DO,89.48690033,4/8/2017 5:29
Wql_010161_Probe1.DO,92.00725555,4/8/2017 4:59
Wql_010161_Probe1.DO,91.16096497,4/8/2017 4:29
Wql_010161_Probe1.DO,92.02462006,4/8/2017 3:59
Wql_010161_Probe1.DO,92.46434021,4/8/2017 3:29
Wql_010161_Probe1.DO,91.67448425,4/8/2017 2:59
Wql_010161_Probe1.DO,93.289711,4/8/2017 2:29
Wql_010161_Probe1.DO,94.41015625,4/8/2017 1:59
Wql_010161_Probe1.DO,94.2046051,4/8/2017 1:29
Wql_010161_Probe1.DO,96.60100555,4/8/2017 0:59
Wql_010161_Probe1.DO,97.06616211,4/8/2017 0:29
Wql_010161_Probe1.DO,97.53649902,4/7/2017 23:59
Wql_010161_Probe1.DO,100.181076,4/7/2017 23:29
Wql_010161_Probe1.DO,102.4613037,4/7/2017 22:59
Wql_010161_Probe1.DO,104.5291061,4/7/2017 22:29
Wql_010161_Probe1.DO,107.2559814,4/7/2017 21:59
Wql_010161_Probe1.DO,108.5151062,4/7/2017 21:29
Wql_010161_Probe1.DO,111.5185242,4/7/2017 20:59
Wql_010161_Probe1.DO,114.6823883,4/7/2017 20:29
Wql_010161_Probe1.DO,119.3498993,4/7/2017 19:59
Wql_010161_Probe1.DO,123.8756027,4/7/2017 19:29
Wql_010161_Probe1.DO,128.5072632,4/7/2017 18:59
Wql_010161_Probe1.DO,131.5723114,4/7/2017 18:29
Wql_010161_Probe1.DO,133.5924072,4/7/2017 17:59
Wql_010161_Probe1.DO,135.558548,4/7/2017 17:29
Wql_010161_Probe1.DO,138.6044006,4/7/2017 16:59
Wql_010161_Probe1.DO,140.3583679,4/7/2017 16:29
Wql_010161_Probe1.DO,140.9354706,4/7/2017 15:59
Wql_010161_Probe1.DO,140.0608978,4/7/2017 15:29
Wql_010161_Probe1.DO,137.181015,4/7/2017 14:59
Wql_010161_Probe1.DO,134.062973,4/7/2017 14:29
Wql_010161_Probe1.DO,130.7756958,4/7/2017 13:59
Wql_010161_Probe1.DO,127.1099548,4/7/2017 13:29
Wql_010161_Probe1.DO,122.6199036,4/7/2017 12:59
Wql_010161_Probe1.DO,118.9630737,4/7/2017 12:29
Wql_010161_Probe1.DO,115.3395615,4/7/2017 11:59
Wql_010161_Probe1.DO,112.9060059,4/7/2017 11:29
Wql_010161_Probe1.DO,108.6665802,4/7/2017 10:59
Wql_010161_Probe1.DO,105.8175888,4/7/2017 10:29
Wql_010161_Probe1.DO,102.9428024,4/7/2017 9:59
Wql_010161_Probe1.DO,99.74172211,4/7/2017 9:29
Wql_010161_Probe1.DO,96.95787048,4/7/2017 8:59
Wql_010161_Probe1.DO,93.18562317,4/7/2017 8:29
Wql_010161_Probe1.DO,91.6243515,4/7/2017 7:59
Wql_010161_Probe1.DO,90.78530121,4/7/2017 7:29
Wql_010161_Probe1.DO,89.58170319,4/7/2017 6:59
Wql_010161_Probe1.DO,91.18577576,4/7/2017 6:29
Wql_010161_Probe1.DO,91.75401306,4/7/2017 5:59
Wql_010161_Probe1.DO,91.50842285,4/7/2017 5:29
Wql_010161_Probe1.DO,92.06085968,4/7/2017 4:59
Wql_010161_Probe1.DO,92.42204285,4/7/2017 4:29
Wql_010161_Probe1.DO,92.93096924,4/7/2017 3:59
Wql_010161_Probe1.DO,93.48939514,4/7/2017 3:29
Wql_010161_Probe1.DO,92.55001068,4/7/2017 2:59
Wql_010161_Probe1.DO,93.30045319,4/7/2017 2:29
Wql_010161_Probe1.DO,93.89399719,4/7/2017 1:59
Wql_010161_Probe1.DO,94.98074341,4/7/2017 1:29
Wql_010161_Probe1.DO,95.60572052,4/7/2017 0:59
Wql_010161_Probe1.DO,97.77968597,4/7/2017 0:29
Wql_010161_Probe1.DO,99.92863464,4/6/2017 23:59
Wql_010161_Probe1.DO,102.2546082,4/6/2017 23:29
Wql_010161_Probe1.DO,104.4730148,4/6/2017 22:59
Wql_010161_Probe1.DO,107.0425186,4/6/2017 22:29
Wql_010161_Probe1.DO,110.3976669,4/6/2017 21:59
Wql_010161_Probe1.DO,112.5631866,4/6/2017 21:29
Wql_010161_Probe1.DO,115.3323593,4/6/2017 20:59
Wql_010161_Probe1.DO,119.3403091,4/6/2017 20:29
Wql_010161_Probe1.DO,122.8624496,4/6/2017 19:59
Wql_010161_Probe1.DO,127.1482315,4/6/2017 19:29
Wql_010161_Probe1.DO,132.326767,4/6/2017 18:59
Wql_010161_Probe1.DO,138.1782684,4/6/2017 18:29
Wql_010161_Probe1.DO,144.1769409,4/6/2017 17:59
Wql_010161_Probe1.DO,145.370224,4/6/2017 17:29
Wql_010161_Probe1.DO,148.525116,4/6/2017 16:59
Wql_010161_Probe1.DO,149.2375641,4/6/2017 16:29
Wql_010161_Probe1.DO,148.6618347,4/6/2017 15:59
Wql_010161_Probe1.DO,148.3647919,4/6/2017 15:29
Wql_010161_Probe1.DO,145.5364532,4/6/2017 14:59
Wql_010161_Probe1.DO,140.5096436,4/6/2017 14:29
Wql_010161_Probe1.DO,136.7524567,4/6/2017 13:59
Wql_010161_Probe1.DO,132.9830017,4/6/2017 13:29
Wql_010161_Probe1.DO,128.6324768,4/6/2017 12:59
Wql_010161_Probe1.DO,126.3862686,4/6/2017 12:29
Wql_010161_Probe1.DO,121.4577332,4/6/2017 11:59
Wql_010161_Probe1.DO,118.2361832,4/6/2017 11:29
Wql_010161_Probe1.DO,114.0497589,4/6/2017 10:59
Wql_010161_Probe1.DO,109.1349411,4/6/2017 10:29
Wql_010161_Probe1.DO,105.675354,4/6/2017 9:59
Wql_010161_Probe1.DO,101.0660477,4/6/2017 9:29
Wql_010161_Probe1.DO,96.75587463,4/6/2017 8:59
Wql_010161_Probe1.DO,95.43618011,4/6/2017 8:29
Wql_010161_Probe1.DO,92.14833069,4/6/2017 7:59
Wql_010161_Probe1.DO,91.49390411,4/6/2017 7:29
Wql_010161_Probe1.DO,90.55010986,4/6/2017 6:59
Wql_010161_Probe1.DO,90.75524139,4/6/2017 6:29
Wql_010161_Probe1.DO,92.36811829,4/6/2017 5:59
Wql_010161_Probe1.DO,92.00360107,4/6/2017 5:29
Wql_010161_Probe1.DO,93.24385071,4/6/2017 4:59
Wql_010161_Probe1.DO,93.00608063,4/6/2017 4:29
Wql_010161_Probe1.DO,93.94529724,4/6/2017 3:59
Wql_010161_Probe1.DO,94.24617004,4/6/2017 3:29
Wql_010161_Probe1.DO,94.52644348,4/6/2017 2:59
Wql_010161_Probe1.DO,94.87232971,4/6/2017 2:29
Wql_010161_Probe1.DO,95.30470276,4/6/2017 1:59
Wql_010161_Probe1.DO,96.00074768,4/6/2017 1:29
Wql_010161_Probe1.DO,97.87458038,4/6/2017 0:59
Wql_010161_Probe1.DO,99.57527161,4/6/2017 0:29
Wql_010161_Probe1.DO,101.7512207,4/5/2017 23:59
Wql_010161_Probe1.DO,103.8423843,4/5/2017 23:29
Wql_010161_Probe1.DO,105.9093781,4/5/2017 22:59
Wql_010161_Probe1.DO,108.6058197,4/5/2017 22:29
Wql_010161_Probe1.DO,111.256134,4/5/2017 21:59
Wql_010161_Probe1.DO,114.3245163,4/5/2017 21:29
Wql_010161_Probe1.DO,116.8478088,4/5/2017 20:59
Wql_010161_Probe1.DO,120.9277573,4/5/2017 20:29
Wql_010161_Probe1.DO,124.6896439,4/5/2017 19:59
Wql_010161_Probe1.DO,129.7770996,4/5/2017 19:29
Wql_010161_Probe1.DO,135.1334534,4/5/2017 18:59
Wql_010161_Probe1.DO,142.3047791,4/5/2017 18:29
Wql_010161_Probe1.DO,146.6956482,4/5/2017 17:59
Wql_010161_Probe1.DO,148.3953857,4/5/2017 17:29
Wql_010161_Probe1.DO,151.9446716,4/5/2017 16:59
Wql_010161_Probe1.DO,153.5042725,4/5/2017 16:29
Wql_010161_Probe1.DO,153.6894226,4/5/2017 15:59
Wql_010161_Probe1.DO,152.1329803,4/5/2017 15:29
Wql_010161_Probe1.DO,150.9212952,4/5/2017 14:59
Wql_010161_Probe1.DO,144.9552307,4/5/2017 14:29
Wql_010161_Probe1.DO,143.8893433,4/5/2017 13:59
Wql_010161_Probe1.DO,139.2118683,4/5/2017 13:29
Wql_010161_Probe1.DO,136.316864,4/5/2017 12:59
Wql_010161_Probe1.DO,131.4811401,4/5/2017 12:29
Wql_010161_Probe1.DO,126.9475708,4/5/2017 11:59
Wql_010161_Probe1.DO,121.6351318,4/5/2017 11:29
Wql_010161_Probe1.DO,116.7859573,4/5/2017 10:59
Wql_010161_Probe1.DO,111.042244,4/5/2017 10:29
Wql_010161_Probe1.DO,105.7195587,4/5/2017 9:59
Wql_010161_Probe1.DO,101.3219681,4/5/2017 9:29
Wql_010161_Probe1.DO,97.83247375,4/5/2017 8:59
Wql_010161_Probe1.DO,95.08718872,4/5/2017 8:29
Wql_010161_Probe1.DO,93.40991974,4/5/2017 7:59
Wql_010161_Probe1.DO,92.36263275,4/5/2017 7:29
Wql_010161_Probe1.DO,91.78865814,4/5/2017 6:59
Wql_010161_Probe1.DO,91.95905304,4/5/2017 6:29
Wql_010161_Probe1.DO,92.12471008,4/5/2017 5:59
Wql_010161_Probe1.DO,92.60733032,4/5/2017 5:29
Wql_010161_Probe1.DO,92.50145721,4/5/2017 4:59
Wql_010161_Probe1.DO,93.2718811,4/5/2017 4:29
Wql_010161_Probe1.DO,93.96233368,4/5/2017 3:59
Wql_010161_Probe1.DO,94.27509308,4/5/2017 3:29
Wql_010161_Probe1.DO,94.20413971,4/5/2017 2:59
Wql_010161_Probe1.DO,94.65225983,4/5/2017 2:29
Wql_010161_Probe1.DO,95.29653931,4/5/2017 1:59
Wql_010161_Probe1.DO,96.00022125,4/5/2017 1:29
Wql_010161_Probe1.DO,97.24785614,4/5/2017 0:59
Wql_010161_Probe1.DO,98.70459747,4/5/2017 0:29
Wql_010161_Probe1.DO,100.2280731,4/4/2017 23:59
Wql_010161_Probe1.DO,101.7723923,4/4/2017 23:29
Wql_010161_Probe1.DO,104.4588928,4/4/2017 22:59
Wql_010161_Probe1.DO,106.6684952,4/4/2017 22:29
Wql_010161_Probe1.DO,108.5955887,4/4/2017 21:59
Wql_010161_Probe1.DO,110.6644211,4/4/2017 21:29
Wql_010161_Probe1.DO,112.9758987,4/4/2017 20:59
Wql_010161_Probe1.DO,116.9416885,4/4/2017 20:29
Wql_010161_Probe1.DO,120.6118469,4/4/2017 19:59
Wql_010161_Probe1.DO,126.1305389,4/4/2017 19:29
Wql_010161_Probe1.DO,130.732666,4/4/2017 18:59
Wql_010161_Probe1.DO,134.7467346,4/4/2017 18:29
Wql_010161_Probe1.DO,139.5543671,4/4/2017 17:59
Wql_010161_Probe1.DO,141.3224487,4/4/2017 17:29
Wql_010161_Probe1.DO,142.4064026,4/4/2017 16:59
Wql_010161_Probe1.DO,146.8605499,4/4/2017 16:29
Wql_010161_Probe1.DO,146.1538391,4/4/2017 15:59
Wql_010161_Probe1.DO,146.9680023,4/4/2017 15:29
Wql_010161_Probe1.DO,145.5504761,4/4/2017 14:59
Wql_010161_Probe1.DO,143.8268433,4/4/2017 14:29
Wql_010161_Probe1.DO,141.5014496,4/4/2017 13:59
Wql_010161_Probe1.DO,139.3948669,4/4/2017 13:29
Wql_010161_Probe1.DO,135.2431793,4/4/2017 12:59
Wql_010161_Probe1.DO,132.9144135,4/4/2017 12:29
Wql_010161_Probe1.DO,127.7767029,4/4/2017 11:59
Wql_010161_Probe1.DO,121.2128754,4/4/2017 11:29
Wql_010161_Probe1.DO,115.9859009,4/4/2017 10:59
Wql_010161_Probe1.DO,110.3766937,4/4/2017 10:29
Wql_010161_Probe1.DO,106.370369,4/4/2017 9:59
Wql_010161_Probe1.DO,100.8476105,4/4/2017 9:29
Wql_010161_Probe1.DO,96.36800385,4/4/2017 8:59
Wql_010161_Probe1.DO,93.31671906,4/4/2017 8:29
Wql_010161_Probe1.DO,90.75173187,4/4/2017 7:59
Wql_010161_Probe1.DO,89.70797729,4/4/2017 7:29
Wql_010161_Probe1.DO,89.58232117,4/4/2017 6:59
Wql_010161_Probe1.DO,89.19997406,4/4/2017 6:29
Wql_010161_Probe1.DO,89.54631042,4/4/2017 5:59
Wql_010161_Probe1.DO,90.04415894,4/4/2017 5:29
Wql_010161_Probe1.DO,90.22780609,4/4/2017 4:59
Wql_010161_Probe1.DO,90.91596222,4/4/2017 4:29
Wql_010161_Probe1.DO,90.70927429,4/4/2017 3:59
Wql_010161_Probe1.DO,91.26490021,4/4/2017 3:29
Wql_010161_Probe1.DO,91.83609772,4/4/2017 2:59
Wql_010161_Probe1.DO,91.78625488,4/4/2017 2:29
Wql_010161_Probe1.DO,93.00801849,4/4/2017 1:59
Wql_010161_Probe1.DO,94.65457153,4/4/2017 1:29
Wql_010161_Probe1.DO,96.48958588,4/4/2017 0:59
Wql_010161_Probe1.DO,98.2697525,4/4/2017 0:29
Wql_010161_Probe1.DO,100.3029633,4/3/2017 23:59
Wql_010161_Probe1.DO,102.6945724,4/3/2017 23:29
Wql_010161_Probe1.DO,105.1587906,4/3/2017 22:59
Wql_010161_Probe1.DO,107.9107819,4/3/2017 22:29
Wql_010161_Probe1.DO,110.0492554,4/3/2017 21:59
Wql_010161_Probe1.DO,112.700325,4/3/2017 21:29
Wql_010161_Probe1.DO,115.5068359,4/3/2017 20:59
Wql_010161_Probe1.DO,119.3663559,4/3/2017 20:29
Wql_010161_Probe1.DO,124.2110138,4/3/2017 19:59
Wql_010161_Probe1.DO,131.4696655,4/3/2017 19:29
Wql_010161_Probe1.DO,136.0248108,4/3/2017 18:59
Wql_010161_Probe1.DO,142.0894775,4/3/2017 18:29
Wql_010161_Probe1.DO,148.7723999,4/3/2017 17:59
Wql_010161_Probe1.DO,154.6223755,4/3/2017 17:29
Wql_010161_Probe1.DO,155.8210449,4/3/2017 16:59
Wql_010161_Probe1.DO,156.1522522,4/3/2017 16:29
Wql_010161_Probe1.DO,155.1169128,4/3/2017 15:59
Wql_010161_Probe1.DO,154.8548584,4/3/2017 15:29
Wql_010161_Probe1.DO,152.2417297,4/3/2017 14:59
Wql_010161_Probe1.DO,148.3763428,4/3/2017 14:29
Wql_010161_Probe1.DO,145.273407,4/3/2017 13:59
Wql_010161_Probe1.DO,142.4047089,4/3/2017 13:29
Wql_010161_Probe1.DO,138.3160706,4/3/2017 12:59
Wql_010161_Probe1.DO,133.7192993,4/3/2017 12:29
Wql_010161_Probe1.DO,129.4694366,4/3/2017 11:59
Wql_010161_Probe1.DO,123.6630249,4/3/2017 11:29
Wql_010161_Probe1.DO,118.6747055,4/3/2017 10:59
Wql_010161_Probe1.DO,112.3900299,4/3/2017 10:29
Wql_010161_Probe1.DO,105.8835754,4/3/2017 9:59
Wql_010161_Probe1.DO,101.1713791,4/3/2017 9:29
Wql_010161_Probe1.DO,96.50283813,4/3/2017 8:59
Wql_010161_Probe1.DO,93.26081848,4/3/2017 8:29
Wql_010161_Probe1.DO,91.66764069,4/3/2017 7:59
Wql_010161_Probe1.DO,90.7990036,4/3/2017 7:29
Wql_010161_Probe1.DO,90.91459656,4/3/2017 6:59
Wql_010161_Probe1.DO,90.62662506,4/3/2017 6:29
Wql_010161_Probe1.DO,91.47176361,4/3/2017 5:59
Wql_010161_Probe1.DO,91.66426849,4/3/2017 5:29
Wql_010161_Probe1.DO,91.36878967,4/3/2017 4:59
Wql_010161_Probe1.DO,92.09521484,4/3/2017 4:29
Wql_010161_Probe1.DO,92.23118591,4/3/2017 3:59
Wql_010161_Probe1.DO,92.76527405,4/3/2017 3:29
Wql_010161_Probe1.DO,93.05200195,4/3/2017 2:59
Wql_010161_Probe1.DO,94.19390869,4/3/2017 2:29
Wql_010161_Probe1.DO,95.97676849,4/3/2017 1:59
Wql_010161_Probe1.DO,97.53712463,4/3/2017 1:29
Wql_010161_Probe1.DO,100.8678818,4/3/2017 0:59
Wql_010161_Probe1.DO,103.3861847,4/3/2017 0:29
Wql_010161_Probe1.DO,106.3258896,4/2/2017 23:59
Wql_010161_Probe1.DO,109.2184448,4/2/2017 23:29
Wql_010161_Probe1.DO,112.8075027,4/2/2017 22:59
Wql_010161_Probe1.DO,116.0901108,4/2/2017 22:29
Wql_010161_Probe1.DO,118.9629211,4/2/2017 21:59
Wql_010161_Probe1.DO,121.8452301,4/2/2017 21:29
Wql_010161_Probe1.DO,124.5238037,4/2/2017 20:59
Wql_010161_Probe1.DO,128.4912415,4/2/2017 20:29
Wql_010161_Probe1.DO,133.2245331,4/2/2017 19:59
Wql_010161_Probe1.DO,140.0361633,4/2/2017 19:29
Wql_010161_Probe1.DO,144.943634,4/2/2017 18:59
Wql_010161_Probe1.DO,150.180191,4/2/2017 18:29
Wql_010161_Probe1.DO,153.4183655,4/2/2017 17:59
Wql_010161_Probe1.DO,157.7659302,4/2/2017 17:29
Wql_010161_Probe1.DO,158.0481567,4/2/2017 16:59
Wql_010161_Probe1.DO,158.5519409,4/2/2017 16:29
Wql_010161_Probe1.DO,156.4143677,4/2/2017 15:59
Wql_010161_Probe1.DO,152.9420471,4/2/2017 15:29
Wql_010161_Probe1.DO,151.7391052,4/2/2017 14:59
Wql_010161_Probe1.DO,147.4268494,4/2/2017 14:29
Wql_010161_Probe1.DO,144.2564087,4/2/2017 13:59
Wql_010161_Probe1.DO,140.1749878,4/2/2017 13:29
Wql_010161_Probe1.DO,137.5386963,4/2/2017 12:59
Wql_010161_Probe1.DO,133.8269043,4/2/2017 12:29
Wql_010161_Probe1.DO,128.6699829,4/2/2017 11:59
Wql_010161_Probe1.DO,124.3714294,4/2/2017 11:29
Wql_010161_Probe1.DO,119.0978317,4/2/2017 10:59
Wql_010161_Probe1.DO,113.6152039,4/2/2017 10:29
Wql_010161_Probe1.DO,107.9858398,4/2/2017 9:59
Wql_010161_Probe1.DO,102.722908,4/2/2017 9:29
Wql_010161_Probe1.DO,97.70166016,4/2/2017 8:59
Wql_010161_Probe1.DO,95.04875946,4/2/2017 8:29
Wql_010161_Probe1.DO,93.89350128,4/2/2017 7:59
Wql_010161_Probe1.DO,92.52159882,4/2/2017 7:29
Wql_010161_Probe1.DO,92.80712128,4/2/2017 6:59
Wql_010161_Probe1.DO,92.89730835,4/2/2017 6:29
Wql_010161_Probe1.DO,93.16165161,4/2/2017 5:59
Wql_010161_Probe1.DO,93.53581238,4/2/2017 5:29
Wql_010161_Probe1.DO,94.45475006,4/2/2017 4:59
