region,site,DateTime_UTC,Battery_V,CDOM_ppb,DO_mgL,DOsat_pct,Depth_m,SpecCond_mScm,Turbidity_NTU,WaterTemp_C,pH,pH_mV
AZ,SC,2/26/2017 12:15,6.82,8.97,9.73,93.4,0.15,336.9,203.6,10.68,8.1,-58.5
AZ,SC,2/26/2017 12:30,6.84,9.04,9.73,93.4,0.15,336.9,112.7,10.66,8.1,-58.4
AZ,SC,2/26/2017 12:45,6.84,9.03,9.73,93.3,0.15,336.9,173.3,10.64,8.1,-58.4
AZ,SC,2/26/2017 13:00,6.82,8.96,9.73,93.4,0.15,336.9,281.8,10.64,8.1,-58.5
AZ,SC,2/26/2017 13:15,6.77,8.95,9.74,93.4,0.15,337.2,139.6,10.64,8.1,-58.7
AZ,SC,2/26/2017 13:30,6.87,8.98,9.74,93.4,0.15,337.2,110.5,10.63,8.11,-58.7
AZ,SC,2/26/2017 13:45,6.79,8.94,9.74,93.4,0.15,337.1,146.2,10.63,8.11,-58.7
AZ,SC,2/26/2017 14:00,6.72,8.97,9.75,93.4,0.15,337.2,218.2,10.61,8.11,-58.8
AZ,SC,2/26/2017 14:15,6.81,8.98,9.75,93.4,0.15,337.3,97.35,10.59,8.11,-58.8
AZ,SC,2/26/2017 14:30,6.71,8.91,9.76,93.4,0.15,337.4,389.4,10.58,8.11,-58.8
AZ,SC,2/26/2017 14:45,6.82,8.95,9.76,93.4,0.15,337.4,499,10.56,8.11,-58.8
AZ,SC,2/26/2017 15:00,6.77,8.87,9.76,93.4,0.15,337.6,90.65,10.55,8.11,-58.7
AZ,SC,2/26/2017 15:15,6.72,8.94,9.76,93.4,0.14,337.6,131.1,10.54,8.1,-58.6
AZ,SC,2/26/2017 15:30,6.76,8.89,9.76,93.3,0.15,337.6,359.7,10.51,8.1,-58.6
AZ,SC,2/26/2017 15:45,6.67,8.82,9.77,93.4,0.15,337.6,223.3,10.49,8.1,-58.5
AZ,SC,2/26/2017 16:00,6.84,8.84,9.77,93.4,0.15,337.6,147.1,10.48,8.1,-58.5
AZ,SC,2/26/2017 16:15,6.81,8.86,9.78,93.4,0.15,337.6,182.7,10.47,8.1,-58.6
AZ,SC,2/26/2017 16:30,6.72,8.83,9.79,93.5,0.15,337.7,203,10.47,8.1,-58.5
AZ,SC,2/26/2017 16:45,6.89,8.84,9.81,93.7,0.15,337.7,92.57,10.47,8.11,-58.7
AZ,SC,2/26/2017 17:00,6.81,8.77,9.84,94.1,0.15,337.7,287.4,10.5,8.11,-59
AZ,SC,2/26/2017 17:15,6.81,8.76,9.9,94.8,0.15,337.7,508.2,10.56,8.12,-59.8
AZ,SC,2/26/2017 17:30,6.86,8.73,9.97,95.7,0.15,337.6,117.9,10.65,8.14,-60.6
AZ,SC,2/26/2017 17:45,6.74,8.64,10.05,96.7,0.15,337.6,179.4,10.81,8.17,-62
AZ,SC,2/26/2017 18:00,6.77,8.54,10.08,97.2,0.15,337.4,423.1,10.91,8.18,-63.1
AZ,SC,2/26/2017 18:15,6.79,8.55,10.09,97.6,0.15,337.4,110.8,11,8.2,-64
AZ,SC,2/26/2017 18:30,6.77,8.43,10.14,98.5,0.16,337.2,91.25,11.17,8.22,-65.3
AZ,SC,2/26/2017 18:45,6.81,8.4,10.16,99.1,0.16,337,156.9,11.4,8.25,-66.8
AZ,SC,2/26/2017 19:00,6.76,8.3,10.16,99.8,0.16,336.9,171.9,11.64,8.27,-68.1
AZ,SC,2/26/2017 19:15,6.84,8.26,10.15,100.3,0.16,336.9,68.34,11.91,8.29,-69.3
AZ,SC,2/26/2017 19:30,6.81,8.12,10.13,100.8,0.16,336.9,264.3,12.24,8.31,-70.6
AZ,SC,2/26/2017 19:45,6.79,8,10.12,101.3,0.16,336.8,362.1,12.49,8.33,-71.5
AZ,SC,2/26/2017 20:00,6.79,8.02,10.09,101.5,0.16,336.8,77.83,12.71,8.34,-72.1
AZ,SC,2/26/2017 20:15,6.79,7.97,10.06,101.6,0.17,336.7,79.62,12.89,8.35,-72.8
AZ,SC,2/26/2017 20:30,6.74,7.83,10.04,102.1,0.16,336.8,106.5,13.19,8.37,-73.8
